shop,name,brand,price_jumbo_prime,price_regular,price_now,discount
JUMBO,,,,0,,0
JUMBO,CERVEZA CORONITA X6UND X210ML C-U **,CORONITA,$ 15.990,0,$ 15.990,0
JUMBO,CERVEZA CORONITA X6UND X210ML C-U **,CORONITA,$ 15.990,0,$ 15.990,0
JUMBO,CERVEZA STELLA ARTOIS BOTELLA X6UND X330ML C-U,STELLA ARTOIS,$ 23.990,0,$ 23.990,0
JUMBO,CERVEZA CORONA X6UND X355ML C-U **,CORONA,$ 25.990,0,$ 25.990,0
JUMBO,CERVEZA HEINEKEN LATA X6UND X269ML C-U,HEINEKEN,$ 14.390,0,$ 14.390,0
JUMBO,CERVEZA BUDWEISER LATA X6UND X269ML C-U,BUDWEISER,$ 13.390,0,$ 13.390,0
JUMBO,CERVEZA BUDWEISER LATA X12UND X269ML C-U,BUDWEISER,$ 25.490,0,$ 25.490,0
JUMBO,CERVEZA BUDWEISER LATA X24UNDX269MLC-U,BUDWEISER,$ 53.990,0,$ 53.990,0
JUMBO,CERVEZA STELLA ARTOIS LATA X6UND X250ML C-U,STELLA ARTOIS,$ 19.590,0,$ 19.590,0
JUMBO,CERVEZA PREM. HEINEKEN LAGER BOT X6UNDX330ML C-U**,HEINEKEN,$ 20.590,0,$ 20.590,0
JUMBO,CERVEZA CLUB COLOMBIA DORADA LATA SIXPACK X330ML,CLUB COLOMBIA,$ 15.990,0,$ 15.990,0
JUMBO,REFAJO COLA & POLA LATA SIXPACK TERMOENCOGIDO X330ML,COLA&POLA,$ 9.790,0,$ 9.790,0
JUMBO,CERVEZA TECATE EN LATA SIXPACK X330ML C/U,TECATE,$ 14.390,0,$ 14.390,0
JUMBO,CERVEZA HEINEKEN LAGER BOT. X6UND X 250MLC-U,HEINEKEN,$ 15.790,0,$ 15.790,0
JUMBO,CERVEZA BECKS BOTELLA X6UNDS X275ML,BECKS,$ 12.990,0,$ 12.990,0
JUMBO,CERVEZA MILLER LITE SIXPACK LATA X 330 ML**,MILLER LITE,$ 14.990,0,$ 14.990,0
JUMBO,CERVEZA AGUILA LATA SIXPACK X330ML C-U,AGUILA,$ 12.990,0,$ 12.990,0
JUMBO,CERVEZA CLUB COLOMBIA DOBLE MALTA LATA X6UND X330ML C-U,CLUB COLOMBIA,$ 15.590,0,$ 15.590,0
JUMBO,CERVEZA MICHELOB ULTRA SUPERIOR LIGHT EN BOTELLA X6UNDS X355ML,MICHELOB ULTRA,$ 20.990,0,$ 20.990,0
JUMBO,CERVEZA COSTEÑA BACANA LATA X6UNDS X330ML,COSTENA,$ 11.390,0,$ 11.390,0
JUMBO,CERVEZA PREM. HEINEKEN LAGER LATA X6UNDX330MLC-U**,HEINEKEN,$ 21.590,0,$ 21.590,0
JUMBO,CERVEZA POKER MALTA LATA X6UND X330ML C-U,POKER,$ 14.590,0,$ 14.590,0
JUMBO,CERVEZA GROLSCH BOTELLA X 6UND X 330ML C-U,GROLSCH,$ 21.890,0,$ 21.890,0
JUMBO,CERVEZA CLUB COLOMBIA ROJA LATA SIXPACK X330ML,CLUB COLOMBIA,$ 15.490,0,$ 15.490,0
JUMBO,CERVEZA CORONA LATA X6UNDS X239ML C/U,CORONA,$ 17.390,0,$ 17.390,0
JUMBO,CERVEZA POKER LATA SIXPACK TERMOENCOGIDO X330ML,POKER,$ 14.590,0,$ 14.590,0
JUMBO,CERVEZA CLUB COLOMBIA NEGRA LATA X330ML SIXPACK,CLUB COLOMBIA,$ 15.490,0,$ 15.490,0
JUMBO,CERVEZA LANDVIK LAGER LATA X6UND. X330ML C-U,LANDVIK,$ 12.590,0,$ 12.590,0
JUMBO,CERVEZA 3 CORDILLERAS ROSE 4 PACK BOT X330ML C-U,3 CORDILLERAS,$ 17.990,0,$ 17.990,0
JUMBO,CERVEZA PERONI EN BOTELLA X 6 UND X 330ML C-U,PERONI,$ 29.190,0,$ 29.190,0
JUMBO,CERVEZABBC LA COTIDIANA CASCADE LATAX4UNDX269MLC-U,BBC,$ 10.390,0,$ 10.390,0
JUMBO,CERVEZA AGUILA LIGHT LATA X330ML SIXPACK TERMOENCOGIDO,AGUILA,$ 14.990,0,$ 14.990,0
JUMBO,CERVEZA TROOPER IRON MAIDEN LATA X500ML,TROOPER,$ 13.990,0,$ 13.990,0
JUMBO,CERVEZA GROLSCH BOTELLA X4UND X450ML C/U,GROLSCH,$ 35.990,0,$ 35.990,0
JUMBO,CERVEZA ASAHI SUPER DRY X330ML,ASAHI,$ 5.590,0,$ 5.590,0
JUMBO,CERVEZA WEIDMANN SÚPER STRONG LATA X 500 ML,WEIDMANN,$ 11.590,0,$ 11.590,0
JUMBO,CERVEZA RUBIA PREMIUM LAGER BBC X 6 UND X 330 ML C-U,BBC,$ 19.590,0,$ 19.590,0
JUMBO,CERVEZA HOLLANDIA EXTRA STRONG LATA X 500ML,HOLLANDIA,$ 10.990,0,$ 10.990,0
JUMBO,CERVEZA RUBIA ERDINGER BOTELLA X 500 ML,ERDINGER,$ 14.390,0,$ 14.390,0
