shop,name,brand,price_jumbo_prime,price_regular,price_now,discount
JUMBO,RON SANTAFÉ NIDO DE CONDORES 12 AÑOS BOTELLA X 750 ML,SANTAFE,0,0,$ 133.990,0
JUMBO,RON BACARDI SUPERIOR X980ML,BACARDI,0,0,$ 67.990,0
JUMBO,RON AÑEJO SANTAFE X 750ML,SANTAFE,0,0,$ 42.890,0
JUMBO,MEZCLADOR TABASCO BLOODY MARY MIX X946ML,TABASCO,0,0,$ 28.990,0
JUMBO,RON SANTA TERESA SOLERA 1796 X 750 ML,SANTA TERESA,0,0,$ 187.990,0
JUMBO,RON MEDELLÍN AÑEJO 8 AÑOS X375ML,MEDELLIN,0,0,$ 34.150,0
JUMBO,ESTUCHE RON 8 AÑOS BOTELLA X 750 ML + VASO,RON MEDELLIN,0,0,$ 58.090,0
JUMBO,RON HAVANA CLUB SELECCIÓN MAESTROS BOTELLA X 700ML,HAVANA CLUB,0,0,$ 181.900,0
JUMBO,RON MARQUÉS DEL VALLE 3 AÑOS BOTELLA X750 ML,MARQUES,0,0,$ 39.490,0
JUMBO,WHISKY THE GLENROTHES 18 AÑOS BOTELLA X700ML,THE GLENROTHES,0,0,$ 999.990,0
JUMBO,WHISKY GLENMORANGIE MALTA NECTAR D'OR BOTELLA X700ML,GLENMORANGIE,0,0,$ 264.990,0
JUMBO,WHISKY TTHE GLENROTHES MALTA 12 AÑOS BOTELLA X 700ML,THE GLENROTHES,0,0,$ 304.990,0
JUMBO,RON BACARDI BAHAMA MAMA BOTELLA X750ML,BACARDI,0,0,$ 43.990,0
JUMBO,RON BACARDI GRAN RESERVA 8 ANOS BOT.X750ML,BACARDI,0,0,$ 109.990,0
JUMBO,RON VIEJO DE CALDAS 5 AÑOS X 375CM3,VIEJO DE CALDAS,0,0,$ 24.590,0
JUMBO,RON VIEJO DE CALDAS 8 ANOS X375 ML,VIEJO DE CALDAS,0,0,$ 39.290,0
JUMBO,ESTUCHE CREMA DE RON MEDELLÍN X 750 + 2 COPAS,MEDELLIN,0,0,$ 44.600,0
JUMBO,RON VIEJO DE CALDAS GRAN RESERVA 8 AÑOS X 750 ML,VIEJO DE CALDAS,0,0,$ 77.090,0
JUMBO,RON MEDELLIN EXTRA AÑEJO 5 AÑOS X 750 ML GRATIS VASO,MEDELLIN,0,0,$ 53.990,0
JUMBO,LICOR DE RON MEDELLIN X375ML,MEDELLIN,0,0,$ 16.990,0
JUMBO,RON SANTAFE AÑEJO 4 AÑOS X375ML,SANTAFE,0,0,$ 24.090,0
JUMBO,RON MARQUÉS DEL VALLE 3 AÑOS BOTELLA X375 ML,MARQUES,0,0,$ 21.590,0
JUMBO,RON APPLETON ESTATE SIGNATURE BLEND X 750 ML,APPLETON ESTATE,0,0,$ 69.990,0
JUMBO,RON VIEJO CUBASON AÑEJO 3 AÑOS X700 ML,CUBASON,0,0,$ 36.990,0
JUMBO,RON SANTAFE 6 AÑOS X375ML,SANTAFE,0,0,$ 32.490,0
JUMBO,RON SANTAFE 6 AÑOS X750ML,SANTAFE,0,0,$ 55.590,0
